l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.37601760029792786, 0.28891056776046753, 0.36378753185272217, 0.3506074845790863]","[0.5543898444645419, 0.6195010630687796, 0.6590266817136786]","[910, 1820, 2730, 2730]",480.3328136999917,0.3506074845790863,2730,uniform_pikan,0.005,789,1341229,2730,480.3328136999917
