n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",526.5273940999759,"[152.9017651999602, 32.12377710000146, 122.97200639999937]",0.0005384443793445826,2860,ra_pikan,0.05,6789,1415953,2860,526.5273940999759
