n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1347.8591183000244,"[88.16848350001965, 83.52072690002387, 109.58509450004203]",3.2308802604675293,2860,ra_pikan,500.0,6789,1416120,2860,1347.8591183000244
