n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",334.55242350004846,"[96.76983699999982, 68.68113329994958, 82.91754109994508]",0.0004104901454411447,2860,ra_pikan,0.1,456,79359313,2860,334.55242350004846
