layer_idx,in_idx,out_idx,formula,r2
0,0,0,2.0017*sin + 0.0806*log + -2.0291*tanh,0.7914220094680786
0,0,1,0.0454*x^4 + -0.0916*exp + -0.1856*log,0.688957929611206
0,0,2,0.2773*1 + -0.0286*x^3 + -0.2107*sqrt,0.5338037610054016
0,0,3,-0.2854*x^2 + -0.4559*cos + 0.7714*sqrt,0.7551957368850708
0,0,4,-0.1598*x^3 + -7.5458*sin + 8.6345*tanh,0.31440210342407227
0,0,5,-0.2675*x^2 + -0.5906*cos + 0.8105*sqrt,0.7387523651123047
0,0,6,-0.3005*x + -0.1401*x^2 + 0.1689*exp,0.9730191230773926
0,0,7,0.0310*x^4 + -0.0781*exp + -0.1087*log,0.8446316123008728
0,0,8,-1.0134*sin + -0.0652*log + 0.8204*tanh,0.940082848072052
0,0,9,-0.4233*1 + -0.1861*x^2 + 0.7806*sqrt,0.5435811281204224
1,0,0,-0.8405*1 + 0.5281*cos + 0.5676*sqrt,0.6930603981018066
1,0,1,-0.1245*x^3 + 0.6976*cos + 0.2652*exp,0.9199926853179932
1,0,2,-0.3988*x + 0.0715*exp + 0.5161*tanh,0.7440376877784729
1,0,3,1.0639*1 + 0.0164*exp + -0.4412*sqrt,0.9481951594352722
1,0,4,-0.3372*1 + -0.0835*x + 0.2188*sqrt,0.665871798992157
1,0,5,1.7232*1 + -0.5129*x + 0.8297*tanh,0.5266013145446777
1,0,6,0.7580*1 + -1.4085*sin + 1.4004*tanh,0.6339002847671509
1,0,7,-0.5125*x + 0.8842*cos + 0.3786*exp,0.8281251192092896
1,0,8,0.6275*1 + -0.3358*sqrt + 0.1697*tanh,0.7841054797172546
1,0,9,-0.8854*x + 1.0188*cos + 0.5592*exp,0.6142150163650513
1,1,0,-0.0780*x^3 + 0.1240*exp + -0.7931*sqrt,0.9213870763778687
1,1,1,1.0056*1 + -0.2933*x + 0.4310*tanh,0.49641406536102295
1,1,2,-0.1751*x^2 + 0.0103*x^3 + 0.5796*sqrt,0.7112094759941101
1,1,3,-0.1584*x + 0.3656*x^2 + 0.8307*cos,0.7066143155097961
1,1,4,0.0920*x^3 + -0.1673*exp + 0.2184*sqrt,0.5031697750091553
1,1,5,1.9378*1 + -0.0080*x^3 + -0.3105*sqrt,0.8304107189178467
1,1,6,-0.4401*x + 0.4022*cos + 0.2494*exp,0.790864109992981
1,1,7,1.3621*1 + 0.2951*sin + -0.0917*exp,0.6898535490036011
1,1,8,-0.0276*x^3 + 0.3702*cos + 0.5250*sqrt,0.9108132719993591
1,1,9,1.7700*1 + 0.0924*x^2 + -0.0599*exp,0.9869390726089478
1,2,0,0.1074*x + -0.1791*cos + -0.0662*sqrt,0.5827271938323975
1,2,1,0.9827*1 + 0.1341*x + -0.2119*tanh,0.17641472816467285
1,2,2,-0.0620*x^3 + 0.0657*cos + 0.0795*exp,0.7947701215744019
1,2,3,0.9548*1 + -1.8244*sin + 1.9373*tanh,0.5086493492126465
1,2,4,-0.1750*1 + -2.9147*sin + 3.0708*tanh,0.5101940631866455
1,2,5,1.5499*1 + -0.0646*x^3 + 0.1148*exp,0.48012131452560425
1,2,6,-0.1008*x + 0.5206*cos + 0.7186*sqrt,0.8357534408569336
1,2,7,0.4406*x^2 + -0.1357*sin + 1.2892*cos,0.844910740852356
1,2,8,0.0968*sin + 0.5133*cos + 0.2503*sqrt,0.971811830997467
1,2,9,2.7314*1 + -0.7557*cos + -0.8310*sqrt,0.5278557538986206
1,3,0,-0.0211*x^2 + -0.0741*sin + -0.1586*cos,0.8178231716156006
1,3,1,0.7440*1 + -0.0290*x^3 + -0.0797*log,0.8454614281654358
1,3,2,0.0144*x^3 + 0.1597*cos + 0.0932*sqrt,0.7617459893226624
