n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",433.1210923999897,"[127.20756850001635, 91.27095430000918, 103.97482639999362]",0.0004925408284179866,2860,ra_pikan,0.1,6789,1430845,2860,433.1210923999897
