n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",467.5344905999955,"[136.74951559997862, 95.55737560003763, 109.0942151999916]",0.00047745241317898035,2860,ra_pikan,0.1,2024,1422783,2860,467.5344905999955
