n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",503.14314050000394,"[147.98417780001182, 102.19818690000102, 35.84212619997561]",0.0005219267914071679,2860,ra_pikan,0.05,3141,1429471,2860,503.14314050000394
