l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.4033361077308655, 0.34292417764663696, 0.2623169422149658, 0.24314217269420624]","[0.5645771678147196, 0.6389063831794441, 0.725991460932154]","[910, 1820, 2730, 2730]",472.51550350000616,0.24314217269420624,2730,uniform_pikan,0.001,123,1340524,2730,472.51550350000616
