n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",482.8694567999919,0.0004767817154061049,2730,uniform_pikan,0.05,5678,1366692,2730,482.8694567999919
