n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",507.52208170003723,"[149.00810469995486, 103.13728700001957, 121.05179559998214]",0.0005920110270380974,2860,ra_pikan,0.05,4096,1426435,2860,507.52208170003723
