n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1102.2550135999918,"[203.67465749999974, 94.51941140001873, 349.1755723999813]",0.0004093737807124853,2860,ra_pikan,0.05,789,1422130,2860,1102.2550135999918
