l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.402273952960968, 0.396700382232666, 0.3797985911369324, 0.33754411339759827, 0.3408224880695343]","[0.5536702520624127, 0.8166887218823886, 0.6768985594473472]","[910, 1560, 2210, 2860]",1096.3165061000036,"[210.03218079998624, 82.9014831999666, 333.5737622999586]",0.3408224880695343,2860,ra_pikan,0.001,789,1398226,2860,1096.3165061000036
