n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1135.530874899996,"[234.25691709999228, 303.47355180000886, 105.89349860005314]",0.0005204285844229162,2860,ra_pikan,0.05,42,79356187,2860,1135.530874899996
