n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",327.3517125999788,"[95.47847329999786, 67.44785870000487, 81.40375940001104]",0.00038748589577153325,2860,ra_pikan,0.1,123,1453363,2860,327.3517125999788
