l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.34200745820999146, 0.3582976758480072, 0.2265729457139969, 0.21227607131004333]","[0.5743689650299516, 0.6039701982480686, 0.6353778976771942]","[910, 1820, 2730, 2730]",511.3759571000119,0.21227607131004333,2730,uniform_pikan,0.01,123,1376194,2730,511.3759571000119
