n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",504.99810700002126,"[150.10038190003252, 103.13903339998797, 119.10797730000922]",0.0003780379192903638,2860,ra_pikan,0.05,5678,1429365,2860,504.99810700002126
