l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3864123225212097, 0.3979730010032654, 0.38945823907852173, 0.4286348521709442, 0.4610086977481842]","[0.5787109780384059, 0.6504780627266681, 0.7092158947710141]","[910, 1560, 2210, 2860]",448.6304708000389,"[36.59520139999222, 27.883434500021394, 32.96437559998594]",0.4610086977481842,2860,ra_pikan,0.005,3141,1377045,2860,448.6304708000389
