n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1286.8351641999907,"[86.43076309998287, 79.75581519998377, 99.01727910002228]",1.058678388595581,2860,ra_pikan,100.0,2024,1418881,2860,1286.8351641999907
