l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.38299816846847534, 0.19828636944293976, 0.2592528164386749, 0.254303902387619, 0.2914196252822876]","[0.5470854010615677, 0.746975991229395, 0.624826223858479]","[910, 1560, 2210, 2860]",942.2889585999656,"[192.36916330002714, 63.412314800021704, 71.74813060002634]",0.2914196252822876,2860,ra_pikan,0.005,1234,1400565,2860,942.2889585999656
