layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.0564*1 + 0.2404*x + -0.4355*tanh,0.7975959181785583
0,0,1,0.5137*x^2 + 0.7609*cos + -1.2219*sqrt,0.8016318082809448
0,0,2,-0.0032*x^4 + 0.0847*sin + 0.1430*log,0.8297760486602783
0,0,3,0.0435*exp + -0.2475*sqrt + -0.1507*tanh,0.9007895588874817
0,0,4,0.1200*x^3 + -0.2215*exp + 0.5347*sqrt,0.7295445203781128
0,0,5,0.1288*x + -0.0992*exp + 0.1941*sqrt,0.8157265782356262
0,0,6,-0.0441*x^3 + 0.0479*exp + -0.1084*log,0.4960663318634033
0,0,7,-0.0950*x^3 + 0.1486*exp + -0.1891*sqrt,0.768917977809906
0,0,8,1.5552*sin + -0.1280*sqrt + -1.4451*tanh,0.9158036708831787
0,0,9,-0.1170*1 + 0.4474*x + -0.7754*tanh,0.8265621662139893
1,0,0,-0.6584*1 + -0.0324*x^3 + -0.3152*sqrt,0.9053236842155457
1,0,1,-0.2642*x + -0.1717*cos + 0.4128*tanh,0.6415367722511292
1,0,2,0.1273*x^2 + -0.5876*sqrt + 0.0778*tanh,0.362542986869812
1,0,3,-0.6423*1 + 0.0188*x^3 + 0.2986*sqrt,0.8358674049377441
1,0,4,0.1421*x^2 + 0.0547*log + -0.9485*sqrt,0.8905298709869385
1,0,5,-1.2336*1 + -0.6438*x + 1.0367*tanh,0.663867712020874
1,0,6,-0.2730*1 + 0.4526*x + -0.7370*tanh,0.6245483160018921
1,0,7,0.1512*1 + -2.0194*sin + 2.0224*tanh,0.6433780193328857
1,0,8,-0.4475*1 + -0.6034*sin + 0.1737*exp,0.8764753341674805
1,0,9,-0.0204*x^4 + 0.0985*log + -0.0649*tanh,0.7491533756256104
1,1,0,-0.9359*1 + -0.1309*x^2 + 0.6793*sqrt,0.5500863194465637
1,1,1,-0.1386*1 + 0.1802*x + -0.3274*tanh,0.8034138083457947
