l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3478464186191559, 0.11261986941099167, 0.0693826749920845, 0.09011775255203247]","[0.5523116620266812, 0.637114973107458, 0.7206333190162421]","[910, 1820, 2730, 2730]",319.1766721000313,0.09011775255203247,2730,uniform_pikan,0.01,6789,1340690,2730,319.1766721000313
