n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",465.29444779996993,"[136.33977219997905, 94.22645650000777, 32.51269639999373]",0.00038775912253186107,2860,ra_pikan,0.1,5678,1428291,2860,465.29444779996993
