l2_errors,gini_history,n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.4188300371170044, 0.380881667137146, 0.4057510793209076, 0.3665873408317566, 0.37610554695129395]","[0.5611245120592879, 0.6507771572063538, 0.7549851127350147]","[910, 1560, 2210, 2860]",991.6839790000231,"[62.2525306000025, 68.27361199998995, 270.3649166999967]",0.37610554695129395,2860,ra_pikan,0.001,456,1385721,2860,991.6839790000231
