n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1283.0475101000047,"[86.8217267, 79.83664579998003, 331.45830429997295]",0.8471415042877197,2860,ra_pikan,100.0,4096,1416165,2860,1283.0475101000047
