n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",445.1253252000315,0.00046884772018529475,2730,uniform_pikan,0.1,4096,1376864,2730,445.1253252000315
