n_params_history,total_elapsed,final_l2,final_n_params,method,eps,seed,peak_bytes,n_params,elapsed
"[910, 1820, 2730, 2730]",326.30505269998685,0.0005370881408452988,2730,uniform_pikan,0.1,1234,1372682,2730,326.30505269998685
