n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1429.5157570999581,"[96.23279929999262, 90.14481979998527, 111.93987160001416]",2.9548146724700928,2860,ra_pikan,500.0,4096,1417986,2860,1429.5157570999581
