layer_idx,in_idx,out_idx,formula,r2
0,0,0,-0.1374*x^2 + -0.4101*sin + 0.1410*exp,0.8185009956359863
0,0,1,-0.6561*1 + -0.1695*x^2 + 0.8266*sqrt,0.6647628545761108
0,0,2,-0.5389*1 + 0.0639*sin + 0.4281*sqrt,0.9359896183013916
0,0,3,0.2085*exp + -0.5132*sqrt + -0.6293*tanh,0.9197390079498291
0,0,4,-0.2039*x^2 + -0.2737*cos + 0.5165*sqrt,0.9149222373962402
0,0,5,-1.6374*sin + -0.0564*log + 1.5708*tanh,0.8764628171920776
0,0,6,-0.6385*x + 0.3465*exp + -0.6599*sqrt,0.8694188594818115
0,0,7,0.0854*1 + 0.4656*x + -0.7682*tanh,0.598382294178009
0,0,8,-2.2156*sin + -0.1009*log + 2.3255*tanh,0.6241350769996643
0,0,9,-0.1947*x + -0.1538*x^2 + 0.1081*exp,0.7785684466362
1,0,0,-0.7836*1 + 0.2089*x + -0.1176*exp,0.8263209462165833
1,0,1,-0.4952*1 + -0.0177*x^3 + 0.0360*exp,0.7089266777038574
1,0,2,0.0435*x^3 + 1.7817*sin + -2.1841*tanh,0.831477165222168
1,0,3,-0.1587*sin + 0.6981*cos + 1.0343*sqrt,0.7488054037094116
1,0,4,0.2241*x^2 + 0.1506*x^3 + -0.2840*exp,0.5918242931365967
1,0,5,0.4516*1 + 0.0975*x^2 + -0.4739*sqrt,0.31269651651382446
1,0,6,0.6357*1 + -0.7064*x + 1.0736*tanh,0.6274616718292236
1,0,7,0.0913*x^3 + -0.2225*exp + 0.1781*log,0.7327836751937866
1,0,8,0.6384*x + 0.0807*x^4 + -0.3633*exp,0.7886762619018555
1,0,9,0.1122*x^2 + -0.0148*x^3 + -0.1776*sqrt,0.9167001843452454
1,1,0,-1.0363*1 + -2.7950*sin + 2.9791*tanh,0.5318551659584045
1,1,1,0.0769*x^3 + -0.1872*cos + -0.1681*exp,0.7574817538261414
1,1,2,0.1385*sin + -0.0362*log + -0.0898*sqrt,0.9349044561386108
1,1,3,1.0296*1 + 0.2315*x + -0.4323*tanh,0.5561683177947998
1,1,4,0.2529*sin + -0.0596*exp + 0.1447*log,0.8609801530838013
1,1,5,0.3216*1 + 0.8866*sin + -0.8993*tanh,0.6519546508789062
1,1,6,0.8354*1 + 0.0184*exp + -0.4231*sqrt,0.7417352795600891
1,1,7,-0.7691*1 + 0.0382*exp + -0.0098*log,0.9415274262428284
1,1,8,-0.3623*1 + 0.2955*x + -0.4206*tanh,0.8479236364364624
1,1,9,1.0731*sin + -0.1922*sqrt + -0.9645*tanh,0.836705207824707
1,2,0,-0.9874*1 + 0.5237*x + -0.8873*sin,0.8268181681632996
1,2,1,-0.2837*1 + 0.0572*log + -0.0653*tanh,0.28160518407821655
1,2,2,0.2605*x + -0.6186*sin + 0.1442*cos,0.964873194694519
1,2,3,1.1060*1 + 0.1737*x + -0.1830*tanh,0.7569244503974915
1,2,4,-0.3246*cos + 0.0361*exp + -0.6460*sqrt,0.6094958782196045
