l2_errors,gini_history,n_params_history,total_elapsed,final_l2,final_n_params,method,nu,seed,peak_bytes,n_params,elapsed
"[0.3665495216846466, 0.09789502620697021, 0.10648263990879059, 0.10696770995855331]","[0.5754966109836591, 0.6450819743133287, 0.7164949786215786]","[910, 1820, 2730, 2730]",323.32342720002634,0.10696770995855331,2730,uniform_pikan,0.01,2024,1407172,2730,323.32342720002634
