n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1230, 1550, 1870]",526.6315303999872,"[119.95453209998959, 107.40446979999251, 122.98439409999992]",2.710665464401245,1870,ra_pikan,500.0,42,90.0,1433654,1870,526.6315303999872
