n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1230, 1550, 1870]",528.8266123000067,"[119.95299779999186, 108.01067270000931, 122.43157190000056]",3.363820791244507,1870,ra_pikan,100.0,123,90.0,1434832,1870,528.8266123000067
