n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1660, 2410, 2410]",818.5410131999524,"[196.9752127000247, 57.217403599992394, 59.51194900000701]",3.3232662677764893,2410,ra_pikan,500.0,4096,80.0,1608405,2410,818.5410131999524
