n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",824.6154545999598,"[181.00370839994866, 51.54807330004405, 216.11137239995878]",2.2633895874023438,2860,ra_pikan,100.0,2024,90.0,1416280,2860,824.6154545999598
