n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1224.065679899999,"[275.5060686999932, 81.96828649996314, 104.84004629997071]",2.729583263397217,2860,ra_pikan,100.0,5678,90.0,1415621,2860,1224.065679899999
