n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1230, 1550, 1870]",863.6632198000007,"[218.90655379999953, 195.84097370000381, 245.2094528000016]",2.7434775829315186,1870,ra_pikan,500.0,789,90.0,1426019,1870,863.6632198000007
