n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1230, 1550, 1870]",1072.255799000006,"[268.30518080000184, 278.204696700006, 315.48521950001305]",3.4488730430603027,1870,ra_pikan,100.0,1234,90.0,1425142,1870,1072.255799000006
