n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1560, 2210, 2860]",1071.0236828000052,"[237.10935779998545, 65.69433210004354, 273.7445296999649]",2.2633895874023438,2860,ra_pikan,100.0,2024,95.0,1416552,2860,1071.0236828000052
