n_params_history,total_elapsed,cycle_times,final_l2,final_n_params,method,Pe,seed,percentile,peak_bytes,n_params,elapsed
"[910, 1550, 2190, 2830]",532.785762200001,"[129.75126720000117, 107.49428569999873, 113.64205799999763]",2.6730597019195557,2830,ra_pikan,500.0,42,80.0,2038744,2830,532.785762200001
